subject,field,value,source,observed,confidence,note
amstelveenseweg-61,key_photo,PicturesOriginal/IMG_0662.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
amstelveenseweg-61,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
amstelveenseweg-61,coordinate,"52.354,4.8556667",photos-2009,2009-10-14,0.9,"own GPS, DOP 1.0, camera bearing 304.9 deg true"
amstelveenseweg-61,photo_heading,304.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
kloveniersburgwal-42,name,Goa,placesdata-2011,2011-07-18,0.7,
kloveniersburgwal-42,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
kloveniersburgwal-42,coordinate,"52.371236,4.898465",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
kloveniersburgwal-42,key_photo,PicturesOriginal/IMG_1035.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
kloveniersburgwal-42,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
kloveniersburgwal-42,coordinate,"52.3713333,4.8986667",photos-2009,2009-10-16,0.9,"own GPS, DOP 1.0, camera bearing 190.9 deg true"
kloveniersburgwal-42,photo_heading,190.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
churchilllaan-86,name,Goed Goed,placesdata-2011,2011-07-18,0.7,
churchilllaan-86,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
churchilllaan-86,phone,+31 20 671 8633,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
churchilllaan-86,coordinate,"52.34709,4.898128",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
churchilllaan-86,key_photo,PicturesOriginal/IMG_0517.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
churchilllaan-86,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
churchilllaan-86,coordinate,"52.347,4.898",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 321.9 deg true"
churchilllaan-86,photo_heading,321.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
da-costastraat-51,name,Goudenboon,placesdata-2011,2011-07-18,0.7,
da-costastraat-51,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
da-costastraat-51,phone,+31 20 616 3347,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
da-costastraat-51,coordinate,"52.369127,4.874211",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
da-costastraat-51,key_photo,PicturesOriginal/IMG_0778.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
da-costastraat-51,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
da-costastraat-51,coordinate,"52.369,4.874",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 3.9 deg true"
da-costastraat-51,photo_heading,3.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
albert-cuypstraat-25,name,De Graal,placesdata-2011,2011-07-18,0.7,
albert-cuypstraat-25,sort_name,Graal,placesdata-2011,2011-07-18,0.7,
albert-cuypstraat-25,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
albert-cuypstraat-25,phone,+31 20 471 1791,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
albert-cuypstraat-25,coordinate,"52.35473,4.887674",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
albert-cuypstraat-25,key_photo,PicturesOriginal/IMG_0571.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
albert-cuypstraat-25,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
albert-cuypstraat-25,coordinate,"52.3546667,4.8876667",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 50.9 deg true"
albert-cuypstraat-25,photo_heading,50.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
nieuwezijds-voorburgwal-59,name,The Grasshopper 1,placesdata-2011,2011-07-18,0.7,
nieuwezijds-voorburgwal-59,sort_name,Grasshopper 1,placesdata-2011,2011-07-18,0.7,
nieuwezijds-voorburgwal-59,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
nieuwezijds-voorburgwal-59,phone,+31 20 627 9819,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
nieuwezijds-voorburgwal-59,website,http://www.grasshopper.nl,placesdata-2011,2011-07-18,0.4,
nieuwezijds-voorburgwal-59,coordinate,"52.375779,4.893166",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
nieuwezijds-voorburgwal-59,key_photo,PicturesOriginal/IMG_0303.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
nieuwezijds-voorburgwal-59,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
nieuwezijds-voorburgwal-59,coordinate,"52.376,4.8931667",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 94.9 deg true"
nieuwezijds-voorburgwal-59,photo_heading,94.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
oudebrugsteeg-16,name,The Grasshopper 2,placesdata-2011,2011-07-18,0.7,
oudebrugsteeg-16,sort_name,Grasshopper 2,placesdata-2011,2011-07-18,0.7,
oudebrugsteeg-16,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
oudebrugsteeg-16,phone,+31 20 626 1259,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
oudebrugsteeg-16,coordinate,"52.37537,4.89756",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
oudebrugsteeg-16,key_photo,PicturesOriginal/IMG_0624.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
oudebrugsteeg-16,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
oudebrugsteeg-16,coordinate,"52.3755,4.8971667",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 37.9 deg true"
oudebrugsteeg-16,photo_heading,37.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
tolstraat-91,name,Greenhouse,placesdata-2011,2011-07-18,0.7,
tolstraat-91,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
tolstraat-91,phone,+31 20 673 7430,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
tolstraat-91,coordinate,"52.352296,4.903132",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
tolstraat-91,key_photo,PicturesOriginal/IMG_0533.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
tolstraat-91,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
tolstraat-91,coordinate,"52.3523333,4.9035",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 279.9 deg true"
tolstraat-91,photo_heading,279.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
oudezijds-voorburgwal-191,name,Greenhouse Centrum,placesdata-2011,2011-07-18,0.7,
oudezijds-voorburgwal-191,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
oudezijds-voorburgwal-191,phone,+31 20  627 1739,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
oudezijds-voorburgwal-191,website,http://www.greenhouse.org,placesdata-2011,2011-07-18,0.4,
oudezijds-voorburgwal-191,coordinate,"52.371471,4.895814",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
oudezijds-voorburgwal-191,key_photo,PicturesOriginal/IMG_0256.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
oudezijds-voorburgwal-191,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
oudezijds-voorburgwal-191,coordinate,"52.3715,4.8956667",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 30.9 deg true"
oudezijds-voorburgwal-191,photo_heading,30.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
warmoesstraat-53,name,Greenhouse Effect,placesdata-2011,2011-07-18,0.7,
warmoesstraat-53,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
warmoesstraat-53,phone,+31 20 623 7462,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
warmoesstraat-53,coordinate,"52.375306,4.898323",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
warmoesstraat-53,key_photo,PicturesOriginal/IMG_0017.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS
warmoesstraat-53,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today"
warmoesstraat-53,coordinate,"52.3751667,4.8978333",photos-2009,2009-10-04,0.9,"own GPS, DOP 3.0, camera bearing 30.9 deg true"
warmoesstraat-53,photo_heading,30.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix
haarlemmerstraat-64,name,Greenhouse Lounge,placesdata-2011,2011-07-18,0.7,
haarlemmerstraat-64,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
haarlemmerstraat-64,phone,+31 20 427 2998,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
haarlemmerstraat-64,coordinate,"52.380388,4.891558",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
haarlemmerstraat-64,key_photo,PicturesOriginal/IMG_0976.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS
haarlemmerstraat-64,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today"
haarlemmerstraat-64,coordinate,"52.3803333,4.892",photos-2009,2009-10-15,0.9,"own GPS, DOP 1.0, camera bearing 56.9 deg true"
haarlemmerstraat-64,photo_heading,56.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix
waterlooplein-345,name,Greenhouse Namaste,placesdata-2011,2011-07-18,0.7,
waterlooplein-345,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
waterlooplein-345,phone,+31 20 622 5499,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
waterlooplein-345,coordinate,"52.366766,4.902142",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
waterlooplein-345,key_photo,PicturesOriginal/IMG_0055.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS
waterlooplein-345,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today"
waterlooplein-345,coordinate,"52.3668333,4.9018333",photos-2009,2009-10-04,0.6,"own GPS, camera bearing 128.9 deg true"
waterlooplein-345,photo_heading,128.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix
kloveniersburgwal-4,name,Greenplace,placesdata-2011,2011-07-18,0.7,
kloveniersburgwal-4,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
kloveniersburgwal-4,phone,+31 6 22 09 68 16,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
kloveniersburgwal-4,coordinate,"52.3721,4.899285",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
kloveniersburgwal-4,key_photo,PicturesOriginal/IMG_1029.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
kloveniersburgwal-4,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
kloveniersburgwal-4,coordinate,"52.372,4.8991667",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 322.9 deg true"
kloveniersburgwal-4,photo_heading,322.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
oude-leliestraat-2,name,Grey Area,placesdata-2011,2011-07-18,0.7,
oude-leliestraat-2,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
oude-leliestraat-2,phone,+31 20 420 4301,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
oude-leliestraat-2,website,http://greyarea.nl,placesdata-2011,2011-07-18,0.4,
oude-leliestraat-2,coordinate,"52.374673,4.88896",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
oude-leliestraat-2,key_photo,PicturesOriginal/IMG_0225.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
oude-leliestraat-2,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
oude-leliestraat-2,coordinate,"52.3745,4.8893333",photos-2009,2009-10-06,0.6,"own GPS, camera bearing 233.9 deg true"
oude-leliestraat-2,photo_heading,233.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
haarlemmerstraat-34,name,La Grotte,placesdata-2011,2011-07-18,0.7,
haarlemmerstraat-34,sort_name,Grotte,placesdata-2011,2011-07-18,0.7,
haarlemmerstraat-34,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
haarlemmerstraat-34,phone,+31 20 625 3400,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
haarlemmerstraat-34,coordinate,"52.379849,4.893197",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
haarlemmerstraat-34,key_photo,PicturesOriginal/IMG_0987.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS
haarlemmerstraat-34,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today"
haarlemmerstraat-34,coordinate,"52.3798333,4.8931667",photos-2009,2009-10-15,0.9,"own GPS, DOP 1.0, camera bearing 269.9 deg true"
haarlemmerstraat-34,photo_heading,269.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix
nieuwe-nieuwstraat-32,name,El Guapo,placesdata-2011,2011-07-18,0.7,
nieuwe-nieuwstraat-32,sort_name,Guapo,placesdata-2011,2011-07-18,0.7,
nieuwe-nieuwstraat-32,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
nieuwe-nieuwstraat-32,phone,+31 6 20 12 51 34,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
nieuwe-nieuwstraat-32,website,http://coffeeshop-elguapo.com,placesdata-2011,2011-07-18,0.4,
nieuwe-nieuwstraat-32,coordinate,"52.375403,4.893634",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
nieuwe-nieuwstraat-32,key_photo,PicturesOriginal/IMG_1162.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
nieuwe-nieuwstraat-32,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
nieuwe-nieuwstraat-32,coordinate,"52.3753333,4.8936667",photos-2009,2009-10-16,0.6,"own GPS, camera bearing 237.9 deg true"
nieuwe-nieuwstraat-32,photo_heading,237.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
orteliusstraat-193,name,Happiness,placesdata-2011,2011-07-18,0.7,
orteliusstraat-193,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
orteliusstraat-193,phone,+31 20 489 3929,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
orteliusstraat-193,coordinate,"52.369835,4.849214",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
orteliusstraat-193,key_photo,PicturesOriginal/IMG_0718.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
orteliusstraat-193,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
orteliusstraat-193,coordinate,"52.37,4.8493333",photos-2009,2009-10-14,0.9,"own GPS, DOP 1.0, camera bearing 202.9 deg true"
orteliusstraat-193,photo_heading,202.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
amsteldijk-139,name,Happy Days,placesdata-2011,2011-07-18,0.7,
amsteldijk-139,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
amsteldijk-139,phone,+31 20 661 3986,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
amsteldijk-139,coordinate,"52.346606,4.911106",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
amsteldijk-139,key_photo,PicturesOriginal/IMG_0506.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
amsteldijk-139,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
amsteldijk-139,coordinate,"52.3466667,4.9115",photos-2009,2009-10-13,0.9,"own GPS, DOP 5.0, camera bearing 244.9 deg true"
amsteldijk-139,photo_heading,244.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
kerkstraat-51,name,Happy Feelings,placesdata-2011,2011-07-18,0.7,
kerkstraat-51,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
kerkstraat-51,phone,+31 6 21 29 48 93,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
kerkstraat-51,coordinate,"52.365181,4.886101",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
kerkstraat-51,key_photo,PicturesOriginal/IMG_0175.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
kerkstraat-51,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
kerkstraat-51,coordinate,"52.3655,4.8853333",photos-2009,2009-10-06,0.9,"own GPS, DOP 5.0, camera bearing 58.9 deg true"
kerkstraat-51,photo_heading,58.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
dapperstraat-2,name,Happy People,placesdata-2011,2011-07-18,0.7,
dapperstraat-2,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
dapperstraat-2,phone,+31 20 693 1869,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
dapperstraat-2,coordinate,"52.365257,4.925879",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
dapperstraat-2,key_photo,PicturesOriginal/IMG_0462.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
dapperstraat-2,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
dapperstraat-2,coordinate,"52.3653333,4.9258333",photos-2009,2009-10-13,0.9,"own GPS, DOP 1.0, camera bearing 105.9 deg true"
dapperstraat-2,photo_heading,105.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
jan-van-galenstraat-49,name,High Time 1,placesdata-2011,2011-07-18,0.7,
jan-van-galenstraat-49,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
jan-van-galenstraat-49,phone,+31 20 412 5094,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
jan-van-galenstraat-49,coordinate,"52.375021,4.863485",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
jan-van-galenstraat-49,key_photo,PicturesOriginal/IMG_0706.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
jan-van-galenstraat-49,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
jan-van-galenstraat-49,coordinate,"52.3751667,4.8635",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 47.9 deg true"
jan-van-galenstraat-49,photo_heading,47.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
